RecordId,RecordTimeSeconds,RecordTimeNanoSeconds,OrientationX,OrientationY,OrientationZ,OrientationW,AngularAccelerationX,AngularAccelerationY,AngularAccelerationZ,LinearAccelerationX,LinearAccelerationY,LinearAccelerationZ,Roll,Pitch,Yaw,DeltaT,Velocityx,Velocityy,Velocityz
1336,1515079488,263899150,0.031374983,-0.013413,-0.143968612,-0.988993883,-0.05239886,0.030636918,-0.02229815,0.722507954,1.024906397,-9.949976921,-3.338455262,2.038141342,16.50543042,10230199,4.469957798,-0.550684607,-132.4861537
1337,1515079488,274139463,0.031667896,-0.013550623,-0.143903062,-0.988992155,-0.053462733,0.042413309,-0.028016768,0.763284683,1.454959631,-9.352604866,-3.369591592,2.058342943,16.49687084,10240313,4.477774072,-0.535785365,-132.5819273
1338,1515079488,284374070,0.031948347,-0.013778212,-0.143834919,-0.98898989,-0.046783678,0.058714867,-0.02471358,0.563002527,0.70315516,-9.378129959,-3.397853685,2.088527031,16.48777215,10234607,4.483536182,-0.528588848,-132.6779088
1339,1515079488,294600083,0.032200798,-0.014074495,-0.143788353,-0.988984287,-0.037765592,0.068507627,-0.018749837,1.042632103,0.397779197,-9.980006218,-3.421775733,2.126110237,16.48102094,10226013,4.494198151,-0.524521153,-132.7799645
1340,1515079488,304839238,0.032402758,-0.014234086,-0.143746123,-0.988981545,-0.033432998,0.02199693,-0.022725305,1.381240487,1.479340792,-10.35376263,-3.44219099,2.147377795,16.47525589,10239155,4.508340887,-0.509373953,-132.8859783
1341,1515079488,315063236,0.032582048,-0.01421563,-0.143677503,-0.988985956,-0.034795269,-0.004645711,-0.029954275,0.536971986,1.77434361,-9.390419006,-3.462995813,2.147990902,16.46699001,10223998,4.513830887,-0.491233068,-132.9819859
1342,1515079488,325279384,0.032760419,-0.01416425,-0.143601984,-0.988991737,-0.034325205,-0.005937264,-0.028343946,0.171364576,0.332724541,-9.806677818,-3.484247421,2.144828417,16.45802173,10216148,4.515581573,-0.487833904,-133.0821724
1343,1515079488,335581422,0.032887369,-0.014204289,-0.143550903,-0.98899436,-0.020445952,0.02573544,-0.022872044,0.828588963,0.462775946,-9.920942307,-3.498119078,2.151271316,16.45172517,10302038,4.524117728,-0.483066369,-133.1843783
1344,1515079488,345856781,0.033045113,-0.014478243,-0.143495351,-0.988993227,-0.023843052,0.068741731,-0.025627598,1.055336952,1.68428731,-9.659043312,-3.51169009,2.184725199,16.44416025,10275359,4.534961694,-0.465759712,-133.2836284
1345,1515079488,356119471,0.033217382,-0.014749486,-0.143424883,-0.988993645,-0.02433629,0.052650079,-0.025370296,0.359633356,0.91260016,-8.667973518,-3.526992603,2.218054996,16.43483734,10262690,4.5386525,-0.45639398,-133.3725852
1346,1515079488,366351864,0.033331282,-0.014827178,-0.143375382,-0.98899585,-0.018392999,0.00241006,-0.02148108,0.43179068,-0.033114865,-9.626271248,-3.538772993,2.22855441,16.42863153,10232393,4.543070752,-0.456732824,-133.4710849
1347,1515079488,376585444,0.033402838,-0.014679223,-0.143342584,-0.98900038,-0.018485488,-0.030716609,-0.021248875,0.835772514,0.601775646,-9.81200695,-3.549376317,2.212832536,16.42511542,10233580,4.551623697,-0.450574505,-133.5714969
1348,1515079488,386841589,0.033502739,-0.014580082,-0.143299833,-0.989004672,-0.020818342,-0.007178544,-0.022740263,0.005073212,0.714675546,-8.982524872,-3.562426074,2.203073518,16.42024491,10256145,4.551675728,-0.443244689,-133.663623
1349,1515079488,397062421,0.033665974,-0.014789079,-0.143244013,-0.989004135,-0.023927338,0.069921345,-0.022571599,-0.686933696,0.59180969,-8.161257744,-3.577690357,2.22924329,16.41280843,10220832,4.544654694,-0.437195901,-133.7470378
1350,1515079488,407253094,0.033851642,-0.015276328,-0.143194348,-0.988997579,-0.022142548,0.105436094,-0.020296419,0.408167362,0.836909056,-10.19109917,-3.590975428,2.287352559,16.40519866,10190673,4.548814195,-0.428667235,-133.850892
1351,1515079488,417494319,0.034018502,-0.015654596,-0.143143728,-0.988993168,-0.020271413,0.07215748,-0.022265142,1.008992672,1.224280477,-9.692418098,-3.603903291,2.332791611,16.39783481,10241225,4.559147516,-0.416129103,-133.9501542
1352,1515079488,427727247,0.034114599,-0.015788214,-0.143080845,-0.988996863,-0.014096541,0.013596103,-0.023365617,0.254975766,1.487994671,-9.277661324,-3.612797958,2.349285578,16.38993682,10232928,4.561756664,-0.400902561,-134.0450919
1353,1515079488,438031023,0.034187052,-0.015784191,-0.143015549,-0.989003897,-0.012196943,0.00259959,-0.025405275,-0.006532636,1.344913602,-9.09890461,-3.621245931,2.349774874,16.3822227,10303776,4.561689353,-0.387044872,-134.1388449
1354,1515079488,448322208,0.03426072,-0.015868079,-0.142948061,-0.989009738,-0.011534568,0.033568233,-0.025609013,0.327872783,0.796105325,-10.53456402,-3.628413231,2.360243822,16.37398785,10291185,4.565063553,-0.378852005,-134.2472581
1355,1515079488,453515412,0.034348682,-0.016266115,-0.142881289,-0.989009917,-0.004487023,0.10144604,-0.023639116,0.24410513,0.754178047,-9.802207947,-3.63211981,2.406572575,16.36486214,5193204,4.566331241,-0.374935405,-134.2981629
1356,1515079488,463767669,0.034435302,-0.016777704,-0.142816111,-0.989007771,-0.002185123,0.1044655,-0.022592772,0.288371384,1.356181979,-9.437736511,-3.63384174,2.465762441,16.35558512,10252257,4.569287698,-0.361031478,-134.394921
1357,1515079488,474009750,0.034503486,-0.017179657,-0.142736554,-0.989009976,0.000702113,0.06979318,-0.027923526,0.690980673,1.219648123,-10.31212616,-3.635288348,2.512166014,16.34501471,10242081,4.576364778,-0.348539744,-134.5005387
1358,1515079488,484286573,0.034507692,-0.017317321,-0.14265281,-0.989019513,0.007626936,0.010541927,-0.028442916,0.936086178,0.916289508,-10.82088566,-3.633755491,2.527539252,16.3348992,10276823,4.58598477,-0.339123198,-134.611743
1359,1515079488,494512894,0.034459975,-0.017288951,-0.142589688,-0.989030719,0.010751613,-0.00889246,-0.026111977,0.496345162,1.331908107,-10.06989479,-3.628954514,2.523312809,16.32778949,10226321,4.591060555,-0.325502679,-134.714721
1360,1515079488,504752425,0.034431882,-0.017421002,-0.142513528,-0.989040434,0.011927437,0.041735027,-0.028389759,0.104774885,1.380721927,-9.274469376,-3.623827905,2.537552446,16.31865093,10239531,4.592133401,-0.311364734,-134.8096872
1361,1515079488,514995717,0.034429815,-0.017875591,-0.142423496,-0.989045322,0.014625643,0.104766645,-0.027840663,0.353587121,0.945749283,-10.59052277,-3.616496056,2.588745937,16.30689596,10243292,4.595755297,-0.301677148,-134.918169
1362,1515079488,525221839,0.034423184,-0.018393103,-0.142338887,-0.989048243,0.016680669,0.0952911,-0.025485337,0.867632508,0.889508247,-10.76904488,-3.607629152,2.647023784,16.29560863,10226122,4.604627813,-0.292580928,-135.0282946
1363,1515079488,535449749,0.034369785,-0.018678889,-0.14227441,-0.989054084,0.019039925,0.044165153,-0.024963727,1.061557174,0.702302814,-9.826812744,-3.597136137,2.678335146,16.28745535,10227910,4.615485324,-0.285397838,-135.1288023
1364,1515079488,545694479,0.034260456,-0.018780552,-0.142207041,-0.989065528,0.027147539,0.013339347,-0.025380924,0.791270137,1.230204701,-10.17282581,-3.583262922,2.687845488,16.27964485,10244730,4.623591673,-0.272794723,-135.2330202
1365,1515079488,556010216,0.034139339,-0.018802017,-0.142127037,-0.989080846,0.023931973,0.000505141,-0.028088102,0.525032759,1.305132985,-11.00520611,-3.56937648,2.688024849,16.27063519,10315737,4.629007773,-0.259331314,-135.346547
1366,1515079488,566257056,0.033987425,-0.018916903,-0.142057866,-0.98909384,0.035828475,0.026263975,-0.025266673,0.586770117,1.284946918,-10.64345837,-3.550460743,2.698342088,16.26269623,10246840,4.635020312,-0.246164669,-135.4556088
1367,1515079488,576473146,0.0337856,-0.019244185,-0.141984865,-0.989104986,0.053009275,0.068870232,-0.024896551,0.55070436,2.21976614,-9.966938019,-3.52247546,2.731931007,16.25385629,10216090,4.640646358,-0.223487338,-135.557432
1368,1515079488,586687123,0.033576772,-0.019696247,-0.141879737,-0.989118218,0.057888389,0.083883554,-0.032345884,0.869643331,2.516273022,-10.46450233,-3.49178606,2.779451752,16.24098817,10213977,4.649528875,-0.197786183,-135.6643161
1369,1515079488,596943096,0.033291712,-0.019927977,-0.141777575,-0.989137888,0.065712005,0.028185353,-0.031613566,1.306339025,1.346739531,-11.28405571,-3.455971628,2.800762956,16.22929804,10255973,4.662926652,-0.183974059,-135.7800451
1370,1515079488,607519959,0.032938987,-0.019936936,-0.141681001,-0.98916328,0.071993813,-0.016219487,-0.030939888,1.219237328,0.554485857,-10.45453167,-3.416028178,2.795735401,16.21904709,10576863,4.675822358,-0.178109338,-135.8906213
1371,1515079488,617725802,0.03257351,-0.019891506,-0.141586512,-0.989189863,0.073114812,-0.019429188,-0.030898226,0.913818121,0.838599205,-10.16744041,-3.375501671,2.784346651,16.20921564,10205843,4.685148643,-0.169550726,-135.9943886
1372,1515079488,627952837,0.032253161,-0.019964013,-0.141492575,-0.989212394,0.066847399,0.011097519,-0.031234717,0.808954418,0.739917338,-10.77629662,-3.338210784,2.787075588,16.1990153,10227035,4.693421848,-0.161983566,-136.1045981
1373,1515079488,638215077,0.031953961,-0.020151014,-0.141398355,-0.989231765,0.065529354,0.035382722,-0.030353297,0.957251072,0.417969972,-11.07350922,-3.301491441,2.803140727,16.18843523,10262240,4.703245388,-0.157694257,-136.2182371
1374,1515079488,643396742,0.031647317,-0.020338744,-0.141304791,-0.989251137,0.066778868,0.025688834,-0.029210942,0.996572137,0.950980186,-10.54962921,-3.263915809,2.819177969,16.17796207,5181665,4.708409291,-0.152766597,-136.2729018
1375,1515079488,653737228,0.031312443,-0.020354409,-0.141201556,-0.98927623,0.069269285,-0.010520744,-0.033797272,1.123610735,0.850334466,-9.710485458,-3.225913942,2.815214661,16.16688412,10340486,4.720027972,-0.143973725,-136.3733129
1376,1515079488,664050367,0.030951791,-0.020217923,-0.141092718,-0.989305854,0.070892908,-0.046555474,-0.035055112,1.18562305,0.73494947,-11.43069935,-3.187429461,2.793563444,16.15559635,10313139,4.732255467,-0.136394089,-136.4911993
1377,1515079488,674307757,0.030593427,-0.019995391,-0.140983552,-0.989337146,0.062118255,-0.051026799,-0.035349615,0.662160933,0.245578021,-10.56180477,-3.150577279,2.762193945,16.14446164,10257390,4.73904751,-0.1338751,-136.5995359
1378,1515079488,684565876,0.030275516,-0.019883817,-0.140866503,-0.989365816,0.059979431,-0.021869006,-0.034921888,0.431971312,-0.22449702,-10.14598465,-3.116566852,2.744047087,16.13202404,10258119,4.743478724,-0.136178017,-136.7036146
1379,1515079488,694800828,0.029986672,-0.019897249,-0.140756488,-0.989390016,0.0589175,0.002504152,-0.034904387,0.884623408,-0.088553369,-10.1044054,-3.083842636,2.740580476,16.12002206,10234952,4.752532802,-0.137084356,-136.8070327
1380,1515079488,705033165,0.029734571,-0.019903507,-0.140650541,-0.989412546,0.050460719,-0.012917389,-0.034547135,1.079460621,-0.03531342,-10.59788704,-3.055395243,2.73690996,16.10840916,10232337,4.763578206,-0.137445695,-136.9154738
1381,1515079488,715242419,0.029488765,-0.019776447,-0.14054814,-0.989437044,0.048012473,-0.039273221,-0.032915961,0.855235755,-0.033090737,-10.52672577,-3.029776632,2.718230655,16.09749705,10209254,4.772309526,-0.137783527,-137.0229439
1382,1515079488,725479466,0.029234027,-0.019557714,-0.14045684,-0.989461899,0.044495847,-0.05382337,-0.031942017,0.87216419,-0.034091275,-9.458087921,-3.004569515,2.689045204,16.08809545,10237047,4.781237911,-0.138132521,-137.1197667
1383,1515079488,735721766,0.02898276,-0.019283367,-0.140369415,-0.989487052,0.039739721,-0.060773708,-0.030910239,0.985880315,0.1764296,-10.09358215,-2.98062741,2.653621178,16.07924885,10242300,4.791335593,-0.136325476,-137.2231482
1384,1515079488,745999057,0.028744932,-0.019020166,-0.140289038,-0.989510536,0.039778497,-0.059859678,-0.029570492,0.370100468,-0.368150353,-10.84571838,-2.958011893,2.619702654,16.07114809,10277291,4.795139224,-0.140109064,-137.3346128
1385,1515079488,756277986,0.028516997,-0.018827217,-0.140204772,-0.989532709,0.042454235,-0.033778086,-0.031077294,-0.168689117,-0.03846316,-9.773574829,-2.935408916,2.593905687,16.06240178,10278929,4.79340528,-0.140504424,-137.4350747
1386,1515079488,766501102,0.028323712,-0.018740717,-0.14011924,-0.989552021,0.034072019,-0.016949458,-0.031462915,0.442682087,0.373400807,-10.25079918,-2.915050453,2.580742416,16.05317758,10223116,4.79793087,-0.136687104,-137.5398698
1387,1515079488,776745680,0.028156031,-0.018627048,-0.140020892,-0.989572883,0.028804302,-0.03006167,-0.033700459,0.950279593,-0.282084882,-9.989506721,-2.898063683,2.564871763,16.04246219,10244578,4.807666084,-0.139576945,-137.6422081
1388,1515079488,786981308,0.027965236,-0.018424602,-0.139931366,-0.989594758,0.031854611,-0.049740918,-0.031510282,0.416572273,-0.567248464,-10.28219128,-2.879835416,2.538587022,16.03301707,10235628,4.811929963,-0.145383089,-137.7474528
1389,1515079488,797172457,0.027782246,-0.018125726,-0.139849991,-0.989616871,0.026038164,-0.067562535,-0.030912029,0.117292881,-0.035561867,-9.564656258,-2.863999524,2.501511456,16.0247003,10191149,4.813125312,-0.145745506,-137.8449276
1390,1515079488,807355596,0.027632095,-0.017845685,-0.139761433,-0.989638686,0.022614736,-0.055462517,-0.032703619,0.582335472,0.1578646,-9.539654732,-2.851608635,2.467079859,16.01542523,10183139,4.819055315,-0.144137948,-137.9420713
1391,1515079488,817569080,0.027510321,-0.017629605,-0.139668435,-0.989659131,0.018279932,-0.039690897,-0.033161722,0.460380673,-0.345735848,-9.819364548,-2.841433171,2.440348835,16.00542379,10213484,4.823757406,-0.147669116,-138.0423612
1392,1515079488,827779835,0.027410334,-0.017486498,-0.139588475,-0.98967576,0.015225995,-0.025024179,-0.02876832,-0.08334025,-0.413169593,-9.94162178,-2.832540048,2.422285194,15.99671721,10210755,4.822906439,-0.151887889,-138.1438727
1393,1515079488,838009348,0.027327562,-0.017352544,-0.139517888,-0.989690363,0.013192801,-0.032511681,-0.028471874,0.153036997,-0.166386664,-9.446352005,-2.825432022,2.405562833,15.98903284,10229513,4.824471933,-0.153589944,-138.2405042
1394,1515079488,843187200,0.027266132,-0.017175738,-0.139422506,-0.989708543,0.007380367,-0.040976632,-0.034182217,0.48916322,0.044186845,-9.464051247,-2.821484353,2.384248263,15.97852008,5177852,4.827004747,-0.153361151,-138.2895077
1395,1515079488,853380499,0.027226703,-0.01692206,-0.139326185,-0.989727557,-0.001292251,-0.049785722,-0.034990549,0.123226784,-0.381050646,-9.931372643,-2.821250797,2.354559179,15.96801679,10193299,4.828260835,-0.157245314,-138.3907411
1396,1515079488,863586729,0.027196577,-0.016724709,-0.139238328,-0.989744067,-0.000236504,-0.029919796,-0.031611718,-0.150085598,-0.580748379,-9.365320206,-2.821157967,2.331434248,15.95834887,10206230,4.826729027,-0.163172566,-138.4863258
1397,1515079488,873857106,0.027177218,-0.016618317,-0.139145613,-0.989759445,-0.001401351,-0.019634183,-0.031430192,0.01869081,0.231024683,-9.505237579,-2.820858542,2.318788869,15.94789521,10270377,4.826920988,-0.160799855,-138.5839481
1398,1515079488,884058476,0.027216172,-0.016529821,-0.139039099,-0.989774823,-0.011855679,-0.015207307,-0.036439054,0.050586805,0.074817091,-9.332948685,-2.826930321,2.309061927,15.93567403,10201370,4.827437043,-0.160036618,-138.679157
1399,1515079488,894307073,0.027245278,-0.016419176,-0.138938278,-0.989790082,-0.006783767,-0.017017232,-0.034742415,-0.105614796,-0.487952143,-9.758955002,-2.832217841,2.296680276,15.92418542,10248597,4.82635464,-0.165037443,-138.7791726
1400,1515079488,904536161,0.027282026,-0.016323436,-0.138840303,-0.989804387,-0.012062844,-0.012478258,-0.033245772,-0.065557227,0.266651064,-9.519282341,-2.838129219,2.286118384,15.91297643,10229088,4.825684049,-0.162309846,-138.8765462
1401,1515079488,914818202,0.027360659,-0.016265947,-0.138736308,-0.989817739,-0.017409839,-0.008008019,-0.034548562,0.196966663,0.323334217,-9.285637856,-2.8482078,2.280543289,15.90089361,10282041,4.827709268,-0.15898531,-138.9720215
1402,1515079488,925034951,0.027438788,-0.01626021,-0.138626993,-0.989830971,-0.014517238,0.002829556,-0.035416439,0.230315998,-0.06775298,-9.256110191,-2.857425275,2.280815824,15.88808055,10216749,4.830062349,-0.159677525,-139.0665888
1403,1515079488,935265780,0.027507607,-0.016256588,-0.138520151,-0.989844084,-0.015685694,0.000136307,-0.034748778,0.0168518,0.447939932,-9.839707375,-2.865546379,2.281186066,15.87557022,10230829,4.830234757,-0.155094729,-139.1672572
1404,1515079488,945517150,0.027600482,-0.016210565,-0.138409913,-0.989857674,-0.018740728,-0.001035927,-0.035504125,-0.072646171,0.419474542,-9.168092728,-2.877074759,2.277113458,15.86270998,10251370,4.829490034,-0.15079454,-139.2612427
1405,1515079488,955732595,0.027679792,-0.016212873,-0.13829878,-0.989870965,-0.01542369,0.005626693,-0.034353457,0.221645504,0.283673018,-9.436712265,-2.886304153,2.278306268,15.849667,10215445,4.831754242,-0.147896694,-139.3576429
1406,1515079488,965995615,0.027754368,-0.016230293,-0.138190448,-0.989883721,-0.017994868,0.00922996,-0.036060844,0.159686849,0.478289485,-9.450637817,-2.894752548,2.281145484,15.83692396,10263020,4.833393111,-0.142987999,-139.454635
1407,1515079488,976230360,0.027834369,-0.016264254,-0.138082191,-0.98989594,-0.01213502,0.013425585,-0.034744389,-0.239169985,0.596286416,-9.777919769,-2.903558071,2.285945965,15.82413792,10234745,4.830945267,-0.13688516,-139.5547095
1408,1515079488,986450906,0.027898002,-0.016337574,-0.137971923,-0.989908397,-0.00885195,0.021193881,-0.033683561,-0.189685211,0.829991698,-9.292152405,-2.909893839,2.294947722,15.81106668,10220546,4.829006581,-0.128402191,-139.6496804
1409,1515079488,996647747,0.027966876,-0.016471958,-0.137859955,-0.989919841,-0.009281673,0.032649335,-0.034965865,0.397886395,0.988786817,-9.364372253,-2.915875067,2.310956235,15.79764417,10196841,4.833063765,-0.11831969,-139.7451674
1410,1515079489,6847866,0.028015338,-0.016612008,-0.137742326,-0.989932537,-0.005737874,0.031205051,-0.036355738,0.443938553,0.569790542,-9.801531792,-2.919465867,2.327268546,15.78359844,10200119,4.837591991,-0.112507758,-139.8451442
1411,1515079489,17111361,0.028040424,-0.016741358,-0.13762784,-0.989945531,0.001399576,0.027553935,-0.035432391,0.065719634,0.733819366,-9.687320709,-2.92056422,2.342006944,15.76999284,10263495,4.838266504,-0.104976207,-139.94457
1412,1515079489,27339743,0.028053679,-0.016838463,-0.137518197,-0.989958704,0.000954321,0.019501768,-0.033937473,0.28380394,0.857321203,-9.846160889,-2.920813569,2.352913647,15.75704918,10228382,4.841169359,-0.096207198,-140.0452803
1413,1515079489,37593288,0.028058454,-0.016939605,-0.137409091,-0.989971995,0.003964861,0.0236164,-0.035733365,0.734936595,0.81174022,-9.581996918,-2.920037925,2.364147017,15.74417868,10253545,4.848705065,-0.087883983,-140.1435297
1414,1515079489,47800772,0.028048448,-0.017052915,-0.137293711,-0.98998636,0.005819356,0.023116954,-0.03518676,0.431244731,0.822809756,-10.36273956,-2.917410652,2.376511463,15.73058903,10207484,4.853106988,-0.079485166,-140.2493072
1415,1515079489,58002925,0.028034138,-0.017164113,-0.137187883,-0.989999533,0.00738515,0.026997089,-0.033698022,-0.062921755,0.752662539,-9.633914948,-2.914307068,2.388597464,15.71812044,10202153,4.852465051,-0.071806387,-140.3475939
1416,1515079489,68225327,0.028010443,-0.017312303,-0.137078956,-0.990012705,0.011510143,0.030930225,-0.034129806,0.519329607,0.736095309,-9.975335121,-2.909571763,2.404727104,15.70523118,10222402,4.857773847,-0.064281725,-140.4495657
1417,1515079489,78443436,0.027980238,-0.017448707,-0.136974141,-0.990025699,0.011711525,0.025480466,-0.034348667,0.894219518,0.820509076,-9.842849731,-2.904273608,2.419430153,15.69286222,10218109,4.86691108,-0.055897674,-140.5501411
1418,1515079489,88653244,0.027943818,-0.017553532,-0.136862814,-0.990040243,0.010578465,0.018753175,-0.034396373,0.285940289,0.736504674,-10.1666441,-2.89877853,2.430433478,15.6798268,10209808,4.869830475,-0.048378103,-140.6539405
1419,1515079489,98965151,0.027902192,-0.017637067,-0.136760175,-0.990054071,0.012190649,0.019884244,-0.031722333,0.152418047,0.554250121,-9.774594307,-2.893003296,2.438965072,15.66785823,10311907,4.871402196,-0.042662727,-140.7547353
1420,1515079489,104115331,0.027850037,-0.017741285,-0.1366629,-0.990067124,0.012296444,0.021968015,-0.034013629,0.889710665,0.553625703,-9.899355888,-2.88569962,2.449697404,15.65649098,5150180,4.875984366,-0.039811455,-140.8057187
1421,1515079489,114377590,0.02778174,-0.017833419,-0.136552528,-0.990082622,0.0175696,0.018067867,-0.035479296,0.796271086,1.025555849,-9.898172379,-2.87678315,2.458769344,15.64367519,10262259,4.884155906,-0.029286935,-140.9072963
1422,1515079489,124642559,0.027709568,-0.017901668,-0.136448532,-0.990097761,0.021079611,0.012732923,-0.032206587,0.127352715,1.032363892,-10.11020374,-2.867782337,2.46508991,15.63166172,10264969,4.885463178,-0.018689752,-141.0110773
1423,1515079489,134891917,0.027617229,-0.017995806,-0.136348471,-0.990112424,0.021866627,0.018679127,-0.032694608,0.426132858,0.814499617,-9.783995628,-2.856080512,2.474048618,15.62009585,10249358,4.889830766,-0.010341654,-141.1113569
1424,1515079489,145153590,0.027505498,-0.018133933,-0.136240974,-0.990127802,0.027420469,0.025242511,-0.035381794,1.150267601,0.908160686,-10.10169029,-2.841515105,2.487680415,15.60762177,10261673,4.901634436,-0.001022406,-141.2150172
1425,1515079489,155407139,0.027377242,-0.018222831,-0.136128873,-0.990145147,0.029501194,0.010474543,-0.035336375,0.752678037,0.82176441,-10.10488892,-2.825846497,2.495456402,15.59476647,10253549,4.909352057,0.007403596,-141.3186281
1426,1515079489,165664948,0.027222961,-0.018232152,-0.136022434,-0.990163803,0.033000335,-0.000810962,-0.033189386,0.17619814,0.722564518,-10.31373978,-2.808435563,2.493812665,15.58280341,10257809,4.911159464,0.014815525,-141.4244245
1427,1515079489,175871476,0.027048467,-0.018176461,-0.135914981,-0.990184426,0.037738331,-0.017022241,-0.035403464,0.38571021,0.59646827,-10.27550316,-2.789732698,2.484474937,15.57091329,10206528,4.915096226,0.020903395,-141.5293017
1428,1515079489,186111418,0.02688296,-0.01816188,-0.135798305,-0.990205228,0.035577763,0.001746689,-0.037136376,0.637289047,0.596869826,-9.853254318,-2.771438881,2.47992237,15.55784378,10239942,4.921622029,0.027015307,-141.6301985
1429,1515079489,196366111,0.026734382,-0.018254885,-0.135677248,-0.990224123,0.032876343,0.016156105,-0.036181279,0.489510387,0.305094242,-10.3812933,-2.753422424,2.487839671,15.54399822,10254693,4.926641807,0.030143955,-141.7366555
1430,1515079489,206624913,0.026578173,-0.018389827,-0.135565922,-0.99024111,0.03575635,0.022865606,-0.03388194,0.398579776,0.429896295,-10.04001331,-2.733870856,2.500431641,15.53121338,10258802,4.930730758,0.034554176,-141.839654
1431,1515079489,216836274,0.02641757,-0.018451978,-0.135452569,-0.990259647,0.033557463,-0.001623789,-0.035549164,0.807653964,0.772510052,-10.35865879,-2.714946443,2.504689296,15.51835789,10211361,4.938978005,0.042442555,-141.94543
1432,1515079489,227058307,0.026252255,-0.018352885,-0.135336578,-0.99028182,0.033055808,-0.026462769,-0.03785101,0.803371906,0.143717781,-9.588899612,-2.697971839,2.49056301,15.50554413,10222033,4.947190099,0.043911643,-142.043448
1433,1515079489,237313389,0.026049487,-0.01823527,-0.135226429,-0.99030441,0.036747396,-0.023205286,-0.034664076,0.395248502,0.304077357,-10.40011406,-2.677007019,2.473774363,15.49353008,10255082,4.951243405,0.047029981,-142.150102
1434,1515079489,247580717,0.025867963,-0.018215317,-0.135116667,-0.990324497,0.03338274,-0.000751463,-0.033994831,0.250103652,0.731379747,-10.09054279,-2.656954293,2.468408839,15.48130717,10267328,4.953811301,0.054539297,-142.253705
1435,1515079489,257839317,0.025725858,-0.018317878,-0.134995192,-0.990342796,0.033060405,0.01788279,-0.036537733,0.550991833,0.485049874,-10.19289017,-2.639532159,2.477536313,15.46738735,10258600,4.959463706,0.059515229,-142.3582697
1436,1515079489,268116097,0.02557,-0.018388432,-0.134868056,-0.990362883,0.032495547,0.002832358,-0.038903262,0.61010921,-0.151337281,-9.842342377,-2.621053597,2.482806759,15.4529141,10276780,4.965733664,0.05795997,-142.4594173
1437,1515079489,278346824,0.02539777,-0.018322514,-0.13476111,-0.990383148,0.03148875,-0.018901318,-0.033974417,0.436241448,0.142072529,-10.33025932,-2.602753376,2.472385799,15.44108692,10230727,4.970196731,0.059413475,-142.5651034
1438,1515079489,288526379,0.025233483,-0.018187433,-0.134657338,-0.990403891,0.028268028,-0.024282768,-0.03361256,0.434004307,0.322219074,-9.946895599,-2.586403587,2.454244934,15.42973864,10179555,4.974614702,0.062693522,-142.6663584
1439,1515079489,298723997,0.025085513,-0.018042924,-0.134546027,-0.990425467,0.02792207,-0.033209674,-0.036856543,0.437778383,0.36908114,-9.924748421,-2.572068195,2.435268354,15.41749511,10197618,4.979078998,0.06645727,-142.7675671
1440,1515079489,308950310,0.024953844,-0.01805347,-0.134439617,-0.990443051,0.026257135,0.001786356,-0.0350568,0.285587579,0.212465391,-9.70223999,-2.557201979,2.43416636,15.40547614,10226313,4.981999506,0.068630008,-142.8667853
1441,1515079489,314112795,0.024849605,-0.018130174,-0.134328544,-0.990459383,0.024564683,0.009233573,-0.035164259,0.246222079,-0.008448042,-10.00700951,-2.544455563,2.440989903,15.39272653,5162485,4.983270624,0.068586395,-142.9184463
1442,1515079489,324365566,0.024732035,-0.018158913,-0.134226322,-0.990475655,0.023161724,0.001539708,-0.033189811,0.421512306,0.085061774,-10.21787834,-2.530904683,2.442187195,15.38112515,10252771,4.987592293,0.069458514,-143.0232079
1443,1515079489,334605625,0.024618916,-0.018051414,-0.134118214,-0.990495086,0.015587928,-0.024117084,-0.035993941,0.410839111,0.005728057,-9.431035042,-2.519950488,2.427968532,15.36909081,10240059,4.99179931,0.069517169,-143.1197823
1444,1515079489,344884743,0.02451711,-0.017925894,-0.134008199,-0.990514755,0.015260484,-0.028718097,-0.034179986,0.127173424,-0.14717257,-10.33663177,-2.5105583,2.411874044,15.35684082,10279118,4.993106541,0.068004365,-143.2260337
1445,1515079489,355193829,0.024419444,-0.017857466,-0.133914471,-0.990531027,0.01727028,-0.009440925,-0.031141132,-0.110580727,0.048736319,-9.926927567,-2.50072537,2.402370006,15.34635536,10309086,4.991966554,0.068506792,-143.3283713
1446,1515079489,365517932,0.024347676,-0.017919267,-0.133815423,-0.990545094,0.014749461,0.021930126,-0.033192731,0.125919804,0.676576018,-10.18571091,-2.491867703,2.408041011,15.33494976,10324103,4.993266563,0.075491832,-143.4335296
1447,1515079489,375811532,0.024306888,-0.018041018,-0.133706659,-0.990558565,0.008573484,0.029806379,-0.034360308,0.42149058,-0.027888075,-9.523878098,-2.485645595,2.420971759,15.32223608,10293600,4.997605219,0.075204764,-143.5315646
1448,1515079489,386092473,0.02424122,-0.018101348,-0.133595064,-0.990574121,0.015010446,0.00509748,-0.033929639,0.446447164,-0.367648721,-9.687290192,-2.477537388,2.42654083,15.30936948,10280941,5.002195116,0.071424989,-143.631159
1449,1515079489,396282826,0.024139479,-0.018037848,-0.133492723,-0.990591586,0.019109149,-0.022568833,-0.034352254,0.509963751,0.669037044,-10.46787453,-2.467185206,2.417520318,15.2978888,10190353,5.007391826,0.078242713,-143.7378304
