RecordId,RecordTimeSeconds,RecordTimeNanoSeconds,OrientationX,OrientationY,OrientationZ,OrientationW,AngularAccelerationX,AngularAccelerationY,AngularAccelerationZ,LinearAccelerationX,LinearAccelerationY,LinearAccelerationZ,Roll,Pitch,Yaw,DeltaT,Velocityx,Velocityy,Velocityz
3183,1515079506,737856951,0.009791244,-0.003796011,-0.121016353,-0.992595017,0.002457442,0.002454059,-0.013985597,0.133276388,0.175621361,-9.893877983,-1.06115727,0.567558608,13.89704076,10233944,4.012795846,4.314515517,-315.6697089
3184,1515079506,743389844,0.00979662,-0.003803248,-0.121015988,-0.992594898,-0.000299246,0.000907442,-0.013564181,0.115766585,0.205585867,-9.904722214,-1.061668752,0.568455942,13.89698777,5532893,4.01343637,4.315653001,-315.7245107
3185,1515079506,753633253,0.009801302,-0.003809397,-0.121013135,-0.992595196,-0.000214501,0.001499505,-0.01321838,0.115509406,0.180544823,-9.902618408,-1.062117821,0.569217214,13.89665028,10243409,4.01461958,4.317502396,-315.8259472
3186,1515079506,763937024,0.009800496,-0.003816977,-0.121009476,-0.992595673,0.001127365,-0.000263589,-0.013144586,0.143659443,0.183032423,-9.89421463,-1.061923223,0.570064322,13.89622206,10303771,4.016099814,4.31938832,-315.927895
3187,1515079506,774169407,0.00979961,-0.003825642,-0.121008255,-0.992595792,0.000847163,-0.000662221,-0.012980755,0.114426583,0.182912871,-9.925787926,-1.061703124,0.571036382,13.89607336,10232383,4.017270671,4.321259955,-316.0294594
3188,1515079506,784431683,0.009800643,-0.003830654,-0.121004775,-0.992596149,0.00181088,0.001057199,-0.014056284,0.124199778,0.209864095,-9.952913284,-1.061753155,0.571617026,13.89566596,10262276,4.018545243,4.323413638,-316.131599
3189,1515079506,794675584,0.009802081,-0.003826862,-0.1210033,-0.992596328,0.000187404,-0.000601578,-0.013853612,0.124533601,0.148047343,-9.935686111,-1.061970118,0.571204012,13.89549837,10243901,4.019820953,4.32493022,-316.2333792
3190,1515079506,804932363,0.009795764,-0.003828506,-0.121003062,-0.992596447,0.000539503,-0.001498653,-0.012669856,0.15634957,0.175606459,-9.883639336,-1.061228871,0.571303283,13.8954733,10256779,4.021424596,4.326731377,-316.3347535
3191,1515079506,815172604,0.009795622,-0.003832142,-0.121001676,-0.992596567,3.70402E-05,0.000823827,-0.013872756,0.119162738,0.206763431,-9.92291069,-1.061163155,0.571713421,13.89530952,10240241,4.022644851,4.328848684,-316.4363665
3192,1515079506,825411099,0.009804064,-0.003842313,-0.120999217,-0.992596805,-0.001330944,0.003392624,-0.012625602,0.104078345,0.185330242,-9.937633514,-1.061984171,0.572984714,13.89501232,10238495,4.023710457,4.330746187,-316.5381129
3193,1515079506,835659986,0.009810792,-0.003855125,-0.120998375,-0.992596745,-0.001216603,0.003126791,-0.014331379,0.135296583,0.21426031,-9.899550438,-1.062572493,0.574534432,13.8948988,10248887,4.025097096,4.332942117,-316.6395722
3194,1515079506,845879877,0.009819456,-0.003868245,-0.120997712,-0.992596686,-0.000657726,0.00337004,-0.013053712,0.120628521,0.166966721,-9.881237984,-1.063376767,0.576146184,13.89480511,10219891,4.026329906,4.334648498,-316.7405574
3195,1515079506,856146961,0.009818126,-0.003880703,-0.12099576,-0.992596924,0.001203684,0.000981688,-0.013007607,0.14158909,0.183332324,-9.950065613,-1.063053981,0.577542732,13.89456939,10267084,4.027783614,4.336530787,-316.8427156
3196,1515079506,866416804,0.009821437,-0.003892573,-0.120990574,-0.99259752,7.74767E-05,0.001105155,-0.014553161,0.125396252,0.181710199,-9.921905518,-1.063269392,0.57893325,13.89395843,10269843,4.029071413,4.338396922,-316.944612
3197,1515079506,876704560,0.009821109,-0.003901513,-0.12098778,-0.992597759,0.00093751,0.000832704,-0.013404582,0.130673617,0.204234093,-9.862010002,-1.063109717,0.579942597,13.89362681,10287756,4.030415752,4.340498033,-317.0460699
3198,1515079506,886976581,0.009825319,-0.003910515,-0.120987445,-0.992597759,0.000348224,-0.00028379,-0.013093281,0.142585158,0.17185685,-9.932870865,-1.063464266,0.581024533,13.89357782,10272021,4.031880389,4.34226335,-317.1481006
3199,1515079506,897273010,0.009831104,-0.003905457,-0.120981827,-0.992598414,0.000676952,-0.002089304,-0.014563477,0.111685932,0.219133854,-9.950662613,-1.064195768,0.580523313,13.89293085,10296429,4.033030356,4.344519646,-317.2505569
3200,1515079506,907554281,0.009831931,-0.003908819,-0.120979354,-0.992598653,0.002120927,0.000115422,-0.014159817,0.150875673,0.202513725,-9.926303864,-1.064244686,0.580914532,13.89264114,10281271,4.034581549,4.346601744,-317.3526119
3201,1515079506,917829364,0.009834969,-0.00391762,-0.120978527,-0.992598712,0.000337111,0.001123086,-0.01317135,0.14169699,0.191308469,-9.883371353,-1.064468904,0.581956905,13.89253606,10275083,4.036037498,4.348567455,-317.4541644
3202,1515079506,923010661,0.009838454,-0.003926903,-0.120976247,-0.992598891,-0.000147714,0.000857771,-0.013880906,0.143240243,0.18632549,-9.925888062,-1.064738106,0.583058661,13.89226187,5181297,4.036779668,4.349532862,-317.5055933
3203,1515079506,933262185,0.009837671,-0.003933072,-0.120972961,-0.992599308,0.001913139,0.001976839,-0.013148807,0.130838111,0.186432809,-9.97147274,-1.064565539,0.583746015,13.89187772,10251524,4.038120958,4.351444083,-317.6078161
3204,1515079506,943477980,0.00984003,-0.003946772,-0.12096902,-0.992599666,0.001052895,0.003075427,-0.013804071,0.11780563,0.206351086,-9.931901932,-1.064646457,0.585332776,13.89140802,10215795,4.039324436,4.353552123,-317.7092784
3205,1515079506,953711730,0.009844474,-0.003962447,-0.120967738,-0.992599726,-6.74595E-05,0.002637585,-0.013222055,0.115919545,0.175284207,-9.897691727,-1.064935634,0.587175988,13.89124308,10233750,4.040510728,4.355345938,-317.8105689
3206,1515079506,963985155,0.009842332,-0.003976782,-0.120963819,-0.992600143,0.00217069,0.000727922,-0.014336668,0.120743573,0.18366015,-9.939090729,-1.064495737,0.588772706,13.89077824,10273425,4.041751178,4.357232757,-317.9126774
3207,1515079506,974315009,0.009840859,-0.003980714,-0.120961256,-0.992600501,0.002075343,0.000318138,-0.014142524,0.122072324,0.183494478,-9.925160408,-1.064275359,0.589196837,13.89048019,10329854,4.043012167,4.359128228,-318.0152029
3208,1515079506,984569297,0.0098518,-0.003981519,-0.120955892,-0.992601037,2.53518E-05,-0.000283638,-0.015255695,0.142384917,0.200079754,-9.868729591,-1.065512072,0.58943422,13.8898538,10254288,4.044472223,4.361179903,-318.1163997
3209,1515079506,994828622,0.009847674,-0.003987611,-0.120955437,-0.992601097,0.00144013,-0.001441396,-0.013299734,0.162260816,0.157066882,-9.956596375,-1.064958523,0.590069472,13.88979788,10259325,4.046136909,4.362791304,-318.2185476
3210,1515079507,5152584,0.009844288,-0.003995202,-0.120955117,-0.992601156,0.002716919,-0.000392732,-0.013096454,0.143761352,0.219388083,-9.899175644,-1.064468508,0.590885658,13.88975603,10323962,4.047621096,4.365056258,-318.3207463
3211,1515079507,15444257,0.009848606,-0.003994735,-0.120949417,-0.992601812,-0.000118086,0.001648367,-0.014760479,0.114414625,0.202374443,-9.918086052,-1.064969539,0.590886298,13.88909603,10291673,4.048798614,4.367139029,-318.42282
3212,1515079507,25674555,0.009855958,-0.004006428,-0.12095049,-0.992601573,-0.000121765,0.002337553,-0.012411444,0.13863872,0.177115262,-9.913257599,-1.065643374,0.59231935,13.88920492,10230298,4.050216929,4.368950971,-318.5242356
3213,1515079507,35981302,0.009855702,-0.004013432,-0.120945856,-0.99260211,0.000376155,0.00126506,-0.013473958,0.117610022,0.172325939,-9.956716537,-1.065520029,0.593107518,13.88866355,10306747,4.051429106,4.370727091,-318.626857
3214,1515079507,46230851,0.009854605,-0.004021949,-0.120943822,-0.992602348,-0.001271455,0.002614438,-0.013535727,0.114385925,0.196217269,-9.957056999,-1.065278636,0.594058992,13.88842165,10249549,4.05260151,4.37273823,-318.7289123
3215,1515079507,56455384,0.009857272,-0.004026007,-0.120940238,-0.992602706,-0.000238289,0.001124199,-0.013506138,0.116075121,0.180711061,-9.878246307,-1.065527885,0.594553689,13.88800214,10224533,4.053788324,4.374585916,-318.8299128
3216,1515079507,66713464,0.009859124,-0.004038765,-0.120932795,-0.99260354,-0.00022378,0.001174519,-0.014088029,0.150930986,0.168342292,-9.955964088,-1.065566459,0.59602253,13.88712995,10258080,4.055336586,4.376312785,-318.9320419
3217,1515079507,76901458,0.009863661,-0.004041577,-0.120925508,-0.992604375,-0.000130944,-0.000445599,-0.014793368,0.14557302,0.197764128,-9.894563675,-1.066047991,0.596397377,13.88628357,10187994,4.056819683,4.378327604,-319.0328476
3218,1515079507,87168719,0.009865778,-0.004051469,-0.120921671,-0.992604733,0.000414445,-0.000214055,-0.013199762,0.126089796,0.144913882,-9.953300476,-1.06615424,0.597547775,13.88582954,10267261,4.05811428,4.379815473,-319.1350407
3219,1515079507,97427689,0.009865263,-0.004053053,-0.120921902,-0.992604733,0.000112815,-0.000363841,-0.012934525,0.15998587,0.191210791,-9.92041111,-1.066073616,0.597721101,13.88585543,10258970,4.059755571,4.381777099,-319.2368139
3220,1515079507,107675682,0.009868157,-0.004056395,-0.120917842,-0.992605209,0.001051893,-0.001521009,-0.014850914,0.154440761,0.204945743,-9.884119034,-1.066359005,0.598137041,13.88538222,10247993,4.061338278,4.383877381,-319.3381063
3221,1515079507,112829606,0.009871965,-0.00405795,-0.120913759,-0.992605686,5.36736E-05,0.001639886,-0.013865357,0.092572048,0.188714713,-9.923429489,-1.066773201,0.598362224,13.88490754,5153924,4.061815388,4.384850003,-319.3892509
3222,1515079507,123118943,0.009876027,-0.00406146,-0.1209132,-0.992605686,-0.001179752,0.002210343,-0.012594528,0.133795947,0.178110421,-9.937992096,-1.067186974,0.598817204,13.88483721,10289337,4.063192059,4.386682641,-319.4915063
3223,1515079507,133316592,0.009879427,-0.004076477,-0.120910719,-0.992605865,0.000883503,0.002143043,-0.013522057,0.171184003,0.206536382,-9.931870461,-1.067367419,0.600569692,13.88453446,10197649,4.064937734,4.388788826,-319.592788
3224,1515079507,143542663,0.009879491,-0.004088803,-0.120908111,-0.992606163,0.000988294,0.00077809,-0.014056015,0.156345516,0.221921638,-9.912027359,-1.067205736,0.601969917,13.88422236,10226071,4.066536534,4.391058213,-319.6941491
3225,1515079507,153753535,0.009877701,-0.004094345,-0.120906368,-0.992606342,-0.000309077,0.002432982,-0.013179367,0.091506019,0.172837496,-9.890351295,-1.06692642,0.602573666,13.88401662,10210872,4.06747089,4.392823034,-319.7951382
3226,1515079507,163963284,0.009880221,-0.004097911,-0.12090531,-0.992606461,8.89323E-05,0.000451082,-0.01312472,0.120047301,0.195148855,-9.921222687,-1.067164452,0.603012975,13.8838901,10209749,4.068696543,4.394815455,-319.8964314
3227,1515079507,174244314,0.009888401,-0.004108473,-0.120902948,-0.99260664,-0.001193535,0.000270368,-0.013805424,0.158459678,0.19526808,-9.925363541,-1.067950275,0.604325167,13.88360302,10281030,4.070325672,4.396823012,-319.9984744
3228,1515079507,184446329,0.009885727,-0.004112441,-0.120897934,-0.992607236,0.000348726,-0.000321691,-0.013637054,0.135763884,0.148817748,-9.927696228,-1.0675942,0.604734125,13.88302174,10202015,4.071710737,4.398341253,-320.0997569
3229,1515079507,194703874,0.00988695,-0.004105129,-0.120897524,-0.992607296,0.001303348,0.000659882,-0.013030743,0.085866883,0.18678233,-9.911312103,-1.067834748,0.603918853,13.8829804,10257545,4.07259152,4.400257181,-320.2014226
3230,1515079507,205049493,0.009888572,-0.004104,-0.120895602,-0.992607474,0.000468865,-0.000203966,-0.01346509,0.160289198,0.178987548,-9.946944237,-1.068035946,0.603810826,13.882758,10345619,4.074249811,4.402108918,-320.3043299
3231,1515079507,215329504,0.009891924,-0.004112263,-0.120888129,-0.992608368,0.000391182,0.000726281,-0.015733,0.148365051,0.200404465,-9.939473152,-1.068307513,0.604789154,13.88188637,10280011,4.075775006,4.404169078,-320.4065078
3232,1515079507,225619509,0.009896046,-0.004108658,-0.120882295,-0.992609024,0.000129514,0.001342494,-0.014833332,0.093416773,0.216115117,-9.877422333,-1.068829959,0.604429875,13.88121345,10290005,4.076736265,4.406392904,-320.5081465
3233,1515079507,235865103,0.009905017,-0.004103906,-0.120880395,-0.992609203,-0.000130564,0.001227116,-0.013090514,0.121830709,0.199691191,-9.872217178,-1.069917401,0.604011464,13.88099349,10245594,4.077984493,4.408438859,-320.6092932
3234,1515079507,246130282,0.009908631,-0.004117175,-0.120873533,-0.992609978,0.000461861,0.001047004,-0.01445815,0.14976871,0.218047291,-9.927658081,-1.070149084,0.605563565,13.88018726,10265179,4.079521895,4.410677153,-320.7112024
3235,1515079507,256379001,0.009914477,-0.004130631,-0.120866351,-0.992610753,0.000455708,0.002249985,-0.014227501,0.117036797,0.213696897,-9.902231216,-1.070632469,0.607167314,13.87934234,10248719,4.080721373,4.412867273,-320.8126876
3236,1515079507,266596651,0.009915427,-0.004128303,-0.120861091,-0.992611408,8.03457E-05,-8.27214E-05,-0.013865517,0.084145248,0.183214277,-9.858283997,-1.070775978,0.60691001,13.87873693,10217650,4.081581139,4.414739292,-320.9134161
3237,1515079507,276793732,0.009914876,-0.004133658,-0.120858893,-0.992611587,0.000286362,0.001363993,-0.01293041,0.155616373,0.197377488,-9.896585464,-1.070640437,0.607509058,13.87847757,10197081,4.083167972,4.416751966,-321.0143324
3238,1515079507,287024275,0.009915632,-0.004143885,-0.120858997,-0.992611527,0.000420112,0.000702329,-0.013580833,0.153436184,0.19460623,-9.880246162,-1.070584915,0.608682993,13.87847968,10230543,4.084737708,4.418742894,-321.1154127
3239,1515079507,297282579,0.009914063,-0.004144675,-0.120856091,-0.992611885,0.000921417,0.000520561,-0.01352533,0.11788094,0.180075288,-9.93593502,-1.07039723,0.608748016,13.87814433,10258304,4.085946966,4.420590161,-321.2173385
3240,1515079507,307522728,0.009910536,-0.004141226,-0.120852739,-0.992612362,0.00045053,0.001174473,-0.013549374,0.110767052,0.195193887,-9.869135857,-1.070045785,0.608303295,13.87776286,10240149,4.087081237,4.422588975,-321.3183999
3241,1515079507,317758194,0.009917462,-0.00414644,-0.120848134,-0.992612839,0.00045344,0.001240394,-0.013881101,0.137839869,0.183783129,-9.928226471,-1.070764435,0.608987314,13.87722245,10235466,4.088492092,4.424470081,-321.42002
3242,1515079507,327979265,0.00991627,-0.004157231,-0.120843448,-0.992613375,0.001148765,0.00213407,-0.014014421,0.131931424,0.177917704,-9.938867569,-1.070482424,0.610193201,13.87667212,10221071,4.089840573,4.426288591,-321.5216058
3243,1515079507,338202945,0.009907916,-0.004163844,-0.120838635,-0.992614031,0.001358828,0.003651946,-0.014554027,0.065105721,0.175827995,-9.897937775,-1.069443556,0.610824582,13.87611553,10223680,4.090506193,4.4280862,-321.6227992
3244,1515079507,348431097,0.009905764,-0.00417027,-0.12083862,-0.992614031,0.000971078,0.002204696,-0.013183244,0.120758191,0.198542058,-9.909093857,-1.069109837,0.61152569,13.87610917,10228152,4.091741326,4.430116918,-321.7241509
3245,1515079507,353575599,0.009908196,-0.004180606,-0.120836332,-0.992614269,0.000529303,0.001262004,-0.01367279,0.143570438,0.190993637,-9.932527542,-1.06924494,0.612732651,13.87583444,5144502,4.092479925,4.431099485,-321.7752488
3246,1515079507,363743061,0.009908344,-0.004185839,-0.120835215,-0.992614329,-0.000257941,3.69664E-05,-0.013614194,0.138914645,0.203183532,-9.883110046,-1.069190038,0.613328682,13.87569977,10167462,4.093892334,4.433165346,-321.875735
3247,1515079507,373996106,0.009904324,-0.004193136,-0.120833382,-0.992614567,0.000861476,0.001477291,-0.012692856,0.093826346,0.179614186,-9.923044205,-1.068632967,0.614101092,13.87548391,10253045,4.09485434,4.435006938,-321.9774764
3248,1515079507,384209549,0.009906221,-0.004195352,-0.120828405,-0.992615163,0.000707858,0.001890655,-0.013892029,0.162269622,0.190558046,-9.95432663,-1.068821237,0.614374081,13.87490643,10213443,4.096511671,4.436953192,-322.0791443
3249,1515079507,394490185,0.009908386,-0.004199631,-0.120824501,-0.992615581,0.000830947,0.000555141,-0.013364985,0.150073111,0.183859646,-9.967580795,-1.069010679,0.614886559,13.87445023,10280636,4.098054518,4.438843386,-322.1816174
3250,1515079507,404737817,0.0099099,-0.004198534,-0.120824359,-0.992615581,0.000262509,0.000732657,-0.012395081,0.088312998,0.180013895,-9.884077072,-1.069198195,0.614782675,13.8744339,10247632,4.098959517,4.440688102,-322.2829058
3251,1515079507,415002957,0.00990786,-0.004194479,-0.120824218,-0.99261564,0.000498625,0.002306873,-0.012885202,0.116832912,0.191245884,-9.878125191,-1.06902234,0.61429304,13.87442262,10265140,4.100158824,4.442651268,-322.3843061
3252,1515079507,425272064,0.009907858,-0.004194727,-0.120823182,-0.9926157,0.000476487,0.000732361,-0.012608064,0.139695555,0.177621245,-9.932645798,-1.069019163,0.614320034,13.87430196,10269107,4.101593372,4.44447528,-322.4863055
3253,1515079507,435493176,0.009906765,-0.00420204,-0.12081901,-0.992616296,0.000148056,0.001614587,-0.014037806,0.111842237,0.165824786,-9.955404282,-1.068796452,0.615132297,13.87381564,10221112,4.102736524,4.446170193,-322.5880608
3254,1515079507,445685143,0.009905012,-0.004201171,-0.12081562,-0.992616653,0.000994119,-0.000140123,-0.013928622,0.099545784,0.172426477,-9.879065514,-1.068611091,0.615005459,13.87342515,10191967,4.103751091,4.447927558,-322.6887479
3255,1515079507,455912523,0.009902426,-0.004203559,-0.120812282,-0.99261713,0.00203851,0.000660135,-0.014232021,0.103924967,0.206044301,-9.897745132,-1.068285967,0.615237776,13.87303991,10227380,4.104813972,4.450034852,-322.7899759
3256,1515079507,466158623,0.009898624,-0.004216442,-0.120807208,-0.992617667,0.001241702,0.002879169,-0.014211137,0.108730145,0.178419515,-9.920488358,-1.067678387,0.616645166,13.87244368,10246100,4.105928032,4.451862956,-322.8916222
3257,1515079507,476379480,0.009897603,-0.004217783,-0.120803446,-0.992618144,0.000407361,0.000509588,-0.01400523,0.146928415,0.17849943,-9.920730591,-1.067545981,0.616779432,13.87200891,10220857,4.107429766,4.453687373,-322.9930206
3258,1515079507,486599962,0.009891277,-0.004218613,-0.120802104,-0.992618382,0.001866568,0.000668585,-0.013758701,0.134187669,0.180971965,-9.903795242,-1.066815735,0.616784903,13.87185736,10220482,4.108801229,4.455536994,-323.0942422
3259,1515079507,496840624,0.009891225,-0.004214016,-0.120799556,-0.99261868,-0.000302921,-0.000120581,-0.01314024,0.124076672,0.172128811,-9.900073051,-1.066874915,0.616258516,13.87156707,10240662,4.110071856,4.457299707,-323.1956255
3260,1515079507,507127230,0.00989449,-0.004221044,-0.120801188,-0.992618442,-0.001368024,5.22599E-05,-0.012592303,0.150780946,0.185719967,-9.927202225,-1.067148197,0.617104983,13.87174725,10286606,4.11162288,4.459210135,-323.2977427
3261,1515079507,517417273,0.009896395,-0.004224378,-0.120797254,-0.992618918,-0.000107727,0.002406928,-0.013723552,0.096282259,0.190217271,-9.911131859,-1.067321251,0.61750633,13.87128931,10290043,4.112613629,4.461167479,-323.3997287
3262,1515079507,527656038,0.009900993,-0.00422899,-0.120794408,-0.992619216,0.000547308,0.002507132,-0.013633613,0.102377877,0.194589093,-9.868360519,-1.067782355,0.618091458,13.87095395,10238765,4.113661852,4.463159831,-323.5007685
3263,1515079507,537895291,0.009901193,-0.004233881,-0.120792679,-0.992619395,0.000749636,0.000617983,-0.012697422,0.141465411,0.16176036,-9.940243721,-1.067738569,0.618648753,13.87074964,10239253,4.115110352,4.464816136,-323.6025492
3264,1515079507,548199998,0.009901375,-0.004241398,-0.12078882,-0.992619812,-0.000194784,-0.000274044,-0.014283543,0.112510823,0.203296244,-9.924586296,-1.067657683,0.619502134,13.8702968,10304707,4.116269743,4.466911044,-323.7048191
3265,1515079507,558462569,0.009908415,-0.004246566,-0.120788582,-0.992619693,-0.000806291,0.000933124,-0.012932501,0.094452821,0.186127454,-9.915143967,-1.068387302,0.620187128,13.87025948,10262571,4.117239072,4.468821191,-323.806574
3266,1515079507,563595412,0.009911598,-0.004251183,-0.120782569,-0.992620468,-0.000510383,0.000966193,-0.01382733,0.151958302,0.177497625,-9.906290054,-1.068689366,0.620749926,13.86956046,5132843,4.11801905,4.469732258,-323.8574214
3267,1515079507,573798998,0.009912849,-0.004264264,-0.120780259,-0.992620587,0.00067908,0.000834893,-0.013680784,0.155777186,0.198129639,-9.907329559,-1.06865224,0.622252777,13.8692797,10203586,4.119608536,4.471753891,-323.9585117
3268,1515079507,583966918,0.009916225,-0.004267959,-0.120779775,-0.992620647,-0.000310034,0.000245938,-0.013916831,0.138063759,0.197853908,-9.953478813,-1.068985588,0.622719303,13.869219,10167920,4.121012357,4.473765654,-324.0597179
3269,1515079507,594197179,0.00991677,-0.00426637,-0.120779417,-0.992620707,4.27561E-05,0.000628039,-0.012756418,0.120229706,0.183652088,-9.932301521,-1.069069789,0.622545626,13.86917905,10230261,4.122242338,4.475644462,-324.1613279
3270,1515079507,604516754,0.009918343,-0.004274893,-0.120774619,-0.992621243,-2.68512E-06,0.002508927,-0.013728499,0.127765149,0.20651643,-9.919676781,-1.06913392,0.623531774,13.86861638,10319575,4.12356082,4.477775624,-324.2636948
3271,1515079507,614766991,0.009926044,-0.004284101,-0.120774098,-0.992621183,-0.001204783,0.002390933,-0.01322435,0.137645915,0.156048208,-9.928020477,-1.069883051,0.624685173,13.86854285,10250237,4.124971723,4.479375155,-324.3654593
3272,1515079507,624985164,0.009929635,-0.004292068,-0.120772123,-0.992621362,-0.000134393,0.002803557,-0.013741685,0.099281982,0.191422626,-9.949425697,-1.070182612,0.625638921,13.86830547,10218173,4.125986204,4.481331145,-324.4671243
3273,1515079507,635223704,0.00993433,-0.004293314,-0.120769262,-0.99262166,-0.000409171,-0.000630074,-0.01350389,0.112659097,0.200706169,-9.89490509,-1.070701397,0.625842549,13.86797121,10238540,4.127139669,4.483386083,-324.5684337
3274,1515079507,645479009,0.009935399,-0.004304861,-0.120766796,-0.992621899,0.000586515,0.001983957,-0.014039069,0.105876133,0.184076011,-9.876980782,-1.070664853,0.627168148,13.86767515,10255305,4.128225461,4.485273838,-324.6697251
3275,1515079507,655662044,0.009939623,-0.004316655,-0.120761588,-0.992622375,-0.000212793,0.001160493,-0.014233394,0.123545431,0.183318675,-9.913198471,-1.070985626,0.628562602,13.86705958,10183035,4.129483528,4.487140579,-324.7706716
3276,1515079507,665875556,0.009940007,-0.004321931,-0.120761886,-0.992622375,0.000192259,0.001610388,-0.012615271,0.157734811,0.234303057,-9.924650192,-1.070956237,0.629168353,13.8670897,10213512,4.131094554,4.489533636,-324.8720371
3277,1515079507,676128386,0.009943732,-0.004333367,-0.120765887,-0.992621779,0.001201024,0.002222353,-0.012578614,0.158971697,0.201264456,-9.922676086,-1.071219399,0.630525018,13.86753837,10252830,4.132724464,4.491597166,-324.9737726
3278,1515079507,686366794,0.009950451,-0.004339054,-0.120759606,-0.992622435,-0.000909421,9.83695E-05,-0.01376804,0.152325511,0.196648806,-9.910873413,-1.071909083,0.631258144,13.86680369,10238408,4.134284035,4.493610537,-325.0752442
3279,1515079507,696604726,0.009950375,-0.004343188,-0.120760344,-0.992622316,-0.000479357,0.000491817,-0.011935141,0.125180244,0.167021558,-9.936540604,-1.071842873,0.631728153,13.86688489,10237932,4.135565622,4.495320492,-325.1769738
3280,1515079507,706958914,0.009951341,-0.004346186,-0.120762564,-0.992622018,0.000407458,0.002481777,-0.0120761,0.100717269,0.197418749,-9.896773338,-1.071909891,0.632084872,13.86713774,10354188,4.136608467,4.497364603,-325.2794469
3281,1515079507,717242190,0.009953828,-0.004358134,-0.120761544,-0.992622137,0.000414355,0.003362421,-0.01265358,0.118833557,0.191897601,-9.927797318,-1.072028357,0.633477295,13.86700827,10283276,4.137830466,4.499337939,-325.3815371
3282,1515079507,727525300,0.009948097,-0.004361731,-0.120756574,-0.992622793,0.000736131,0.000595868,-0.013935857,0.106294028,0.164502352,-9.962974548,-1.071329904,0.633801796,13.86643495,10283110,4.138923499,4.501029535,-325.4839875
3283,1515079507,737783599,0.00994578,-0.00435984,-0.120754488,-0.992623031,0.000237186,0.001252341,-0.013289869,0.103477784,0.177703053,-9.909881592,-1.0710937,0.633552465,13.86619668,10258299,4.139985005,4.502852466,-325.585646
3284,1515079507,748039076,0.009952226,-0.004367361,-0.120755047,-0.992622852,0.000656811,0.000475819,-0.012697652,0.105007216,0.195417553,-9.908989906,-1.07172267,0.634497683,13.86625005,10255477,4.141061904,4.504856566,-325.6872674
3285,1515079507,753511972,0.00996044,-0.004375202,-0.120750993,-0.99262327,-0.001261699,0.001888862,-0.012993101,0.137883455,0.18606326,-9.922143936,-1.072551419,0.635498907,13.86577035,5472896,4.141816526,4.505874871,-325.7415703
3286,1515079507,763778680,0.009955896,-0.004385188,-0.120752856,-0.992623031,0.000268351,0.001267413,-0.012239556,0.119280711,0.188125253,-9.914151192,-1.071895247,0.636573986,13.86597876,10266708,4.143041146,4.507806298,-325.843356
3287,1515079507,774017904,0.009949214,-0.004383367,-0.120748296,-0.992623687,0.000771643,-8.41627E-05,-0.013491188,0.109527305,0.155259341,-9.8895998,-1.071163176,0.636269427,13.8654586,10239224,4.14416262,4.509396033,-325.9446178
3288,1515079507,784270403,0.009944364,-0.004387206,-0.120748319,-0.992623687,-0.000460794,0.000937884,-0.012519526,0.137810409,0.174658865,-9.903781891,-1.070558373,0.63663909,13.86546026,10252499,4.145575522,4.511186723,-326.0461563
3289,1515079507,794511696,0.009943258,-0.004392584,-0.12074741,-0.992623746,0.000214479,0.00325628,-0.012893506,0.122707263,0.196478575,-9.965900421,-1.070358712,0.637234531,13.86535053,10241293,4.146832203,4.513198918,-326.1482201
3290,1515079507,804763671,0.009945544,-0.004393636,-0.12074481,-0.992624044,0.000118822,0.00137225,-0.014021876,0.10208752,0.188372627,-9.883576393,-1.070605964,0.637383016,13.86504809,10251975,4.147878801,4.515130109,-326.2495462
3291,1515079507,815036347,0.009945498,-0.004386501,-0.12074171,-0.992624462,-6.01297E-06,0.000452488,-0.013403803,0.081493556,0.177033484,-9.877422333,-1.070701274,0.636567434,13.86469704,10272676,4.148715958,4.516948717,-326.3510138
3292,1515079507,825285487,0.009954904,-0.004388775,-0.120740838,-0.992624462,-0.00047489,0.002425386,-0.013274651,0.097620994,0.189952731,-9.931556702,-1.071740511,0.636955302,13.86458843,10249140,4.149716489,4.518895569,-326.4528037
3293,1515079507,835486511,0.009961166,-0.004401127,-0.120740831,-0.992624342,-0.000569607,0.001475042,-0.013458094,0.148819521,0.175424814,-9.960195541,-1.072282219,0.638446979,13.86457219,10201024,4.151234601,4.520685082,-326.5544079
3294,1515079507,845732161,0.009964996,-0.004412892,-0.120737277,-0.9926247,0.001583318,0.001610065,-0.013549304,0.081263043,0.199476883,-9.934947968,-1.072557611,0.639834339,13.86414886,10245650,4.152067194,4.522728852,-326.6561979
3295,1515079507,855942351,0.00996618,-0.004421907,-0.120736845,-0.9926247,0.000694162,0.002601431,-0.01352929,0.139649004,0.210204244,-9.934555054,-1.072567957,0.640875788,13.86408988,10210190,4.153493037,4.524875077,-326.7576316
3296,1515079507,866178148,0.009968398,-0.004435865,-0.120734267,-0.992624879,-8.4787E-05,0.002095153,-0.012822131,0.154433727,0.188873217,-9.977252007,-1.072629056,0.642491317,13.86377731,10235797,4.155073789,4.526808345,-326.8597567
3297,1515079507,876413786,0.009973985,-0.004436855,-0.12072885,-0.992625535,-0.001756001,0.001237009,-0.013999356,0.130831346,0.21659559,-9.928530693,-1.073254552,0.642675377,13.86314838,10235638,4.156412931,4.529025339,-326.9613816
